codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
82534;PTXPD;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;EDUARDO GOMES;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;LEVE;0
82533;PRYYK;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;NÃO IDENTIFICADO;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
82532;PTXPE;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;***;0
82531;PTXPG;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82530;PRXMJ;***;AVIÃO;Boeing Company;737-8 MAX;B38M;;BIMOTOR;82644;82644;186;2021;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;PLÁCIDO DE CASTRO;POUSO;REGULAR;NENHUM;0
82529;PTERY;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1978;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;PORTO DE MOZ;VAL DE CANS / JÚLIO CEZAR RIBEIRO;TÁXI;TÁXI AÉREO;LEVE;0
82528;PRANY;***;AVIÃO;AIRBUS S.A.S.;A330-941;A339;JATO;BIMOTOR;242000;242000;0;2019;BRASIL;BRASIL;AVIÃO;REGULAR;AEROPORTO INTERNACIONAL DE ORLANDO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
82527;PSAVX;***;AVIÃO;PIPER AIRCRAFT;PA-31T;PAY2;;BIMOTOR;4082;4082;0;0;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;TÁXI;PRIVADA;LEVE;0
82526;PTGMA;***;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;BIMOTOR;2495;2495;6;1977;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;VALENÇA;DEPUTADO LUÍS EDUARDO MAGALHÃES;CRUZEIRO;TÁXI AÉREO;NENHUM;0
82525;PSLCA;***;AVIÃO;PILATUS;PC-24;PC24;JATO;BIMOTOR;8300;8300;0;2022;BRASIL;BRASIL;AVIÃO;PARTICULAR;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;SALGADO FILHO;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
82524;PRXMP;***;AVIÃO;BOEING COMPANY;737-248C;B732;;BIMOTOR;65990;65990;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
82522;PRXMN;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82521;PRGUM;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2011;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82519;PRAKO;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;SEM TRAÇÃO;22000;22000;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA MARIA;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;LEVE;0
82518;PRVBL;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;197;2007;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE CASTRO PINTO;POUSO;REGULAR;LEVE;0
82517;PSGPC;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;186;2018;BRASIL;BRASIL;AVIÃO;REGULAR;SENADOR PETRÔNIO PORTELLA;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
82516;PRGGG;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2009;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;PRESIDENTE JUSCELINO KUBITSCHEK;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82515;PSGPB;***;AVIÃO;BOEING;737-8 MAX;B38M;;***;82190;82190;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;LEVE;0
82514;PRGGZ;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
82513;PTVMS;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;MONOMOTOR;1633;1633;7;1991;BRASIL;BRASIL;AVIÃO;***;CRUZEIRO DO SUL;MARECHAL THAUMATURGO;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
82512;PSBSV;***;AVIÃO;PIPER AIRCRAFT;PA-46-500TP;***;***;SEM TRAÇÃO;2310;2310;0;0;BRASIL;BRASIL;AVIÃO;***;CAMPO DE MARTE - SP;CARLOS ALBERTO DA COSTA NEVES;DECOLAGEM;ESPECIALIZADA;NENHUM;0
82511;PRAXG;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;POUSO;REGULAR;NENHUM;0
82510;PTWNS;***;AVIÃO;MITSUBISHI;MU-2B-60;MU2;TURBOÉLICE;BIMOTOR;5250;5250;8;1980;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;J LEM;APROXIMAÇÃO FINAL;TÁXI AÉREO;LEVE;0
82509;PRVJO;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;758;758;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;MARECHAL RONDON;MARECHAL RONDON;POUSO;NÃO REGULAR;SUBSTANCIAL;0
82508;PTOOB;***;AVIÃO;CESSNA AIRCRAFT;172N;C172;PISTÃO;MONOMOTOR;1043;1043;4;1980;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;VERA CRUZ/AEROCLUBE DA BAHIA;VERA CRUZ/AEROCLUBE DA BAHIA;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
82507;PTVYO;***;AVIÃO;EMBRAER;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2013;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
82506;PTXPJ;***;AVIÃO;AIRBUS S.A.S.;A321-211;A321;***;***;89000;89000;NULL;2015;BRASIL;BRASIL;AVIÃO;REGULAR;EDUARDO GOMES;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
82504;PRYRE;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82503;PSGPJ;***;AVIÃO;BOEING;737-8 MAX;B38M;;BIMOTOR;82644;82644;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;NENHUM;0
82502;PTXPO;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;231;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;NENHUM;0
82501;PTWPY;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2013;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FAZENDA PONTE SERRADA - MT;FAZENDA PONTE SERRADA - MT;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
82500;PRVDB;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;NULL;NULL;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;POUSO DA ÁGUIA;UAICAS;DECOLAGEM;TÁXI AÉREO;NENHUM;0
82499;PRMBA;***;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;184;2006;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;BRIGADEIRO LYSIAS RODRIGUES;DECOLAGEM;REGULAR;NENHUM;0
82498;PRAXI;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82497;PSAEK;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61200;61200;136;2022;BRASIL;BRASIL;AVIÃO;REGULAR;CAMPO GRANDE;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82496;PRXMM;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82495;PRGEA;***;AVIÃO;BOEING COMPANY;737-7EH;B737;JATO;BIMOTOR;70080;70080;154;2009;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;SALGADO FILHO;ESTACIONAMENTO;REGULAR;NENHUM;0
82494;PPESN;***;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2018;BRASIL;BRASIL;HELICÓPTERO;ESPECIALIZADA;CEL PM CÍCERO DANTAS DOS SANTOS;CEL PM CÍCERO DANTAS DOS SANTOS;APROXIMAÇÃO FINAL;POLICIAL;LEVE;0
82493;PTRLL;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-721D;P32R;PISTÃO;MONOMOTOR;1633;1633;6;1981;BRASIL;BRASIL;AVIÃO;***;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;TÁXI;PRIVADA;LEVE;0
82492;PTJSE;***;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;MONOMOTOR;1338;1338;4;1974;BRASIL;BRASIL;AVIÃO;PARTICULAR;COXIM;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
82491;PTMMV;***;AVIÃO;CESSNA AIRCRAFT;550 BRAVO;C550;JATO;BIMOTOR;6713;6713;10;1997;BRASIL;BRASIL;AVIÃO;***;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;JACAREPAGUÁ;DESCIDA;ESPECIALIZADA;LEVE;0
82490;PRAXU;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82489;PRXMK;***;AVIÃO;BEECH AIRCRAFT;58;BE58;;BIMOTOR;2449;2449;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
82488;PTWIC;***;AVIÃO;TWIN COMMANDER;690C;AC90;TURBOÉLICE;BIMOTOR;4683;4683;8;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;BACACHERI;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
82487;PRWVT;***;HELICÓPTERO;EUROCOPTER FRANCE;EC 130 B4;EC30;TURBOEIXO;MONOMOTOR;2427;2427;NULL;NULL;BRASIL;BRASIL;HELICÓPTERO;ESPECIALIZADA;CAMPO DE MARTE - SP;CAMPO DE MARTE - SP;CRUZEIRO;PRIVADA;LEVE;0
82486;PRGXT;***;AVIÃO;BOEING;737-8EH;***;JATO;BIMOTOR;0;0;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;MINISTRO VICTOR KONDER;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;LEVE;0
82485;PTMXQ;***;AVIÃO;AIRBUS S.A.S.;A321-231;A320;***;SEM TRAÇÃO;89000;89000;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;***;0
82484;PTJBL;***;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1973;BRASIL;BRASIL;AVIÃO;REGULAR;FAZENDA ESPÍRITO SANTO;BREVES;POUSO;REGULAR;NENHUM;0
82482;PSAEI;***;AVIÃO;EMBRAER;ERJ 190-400;E295;;BIMOTOR;61200;61200;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;ADALBERTO MENDES DA SILVA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82481;PRATW;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;CABO FRIO;CRUZEIRO;REGULAR;NENHUM;0
82480;PRAQA;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;FERNANDO DE NORONHA;DECOLAGEM;REGULAR;NENHUM;0
82479;PSCMP;***;AVIÃO;ISRAEL AIRCRAFT;G150;***;***;SEM TRAÇÃO;11839;11839;0;0;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;ZUMBI DOS PALMARES;DECOLAGEM;TÁXI AÉREO;NENHUM;0
82478;PRAYF;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
82477;PRAXL;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82476;PSFFG;***;HELICÓPTERO;ROBINSON HELICOPTER;R44;R44;;MONOMOTOR;1134;1134;0;0;BRASIL;BRASIL;HELICÓPTERO;AGRÍCOLA;FAZENDA FORTALEZA DO GUAPORÉ;FAZENDA FORTALEZA DO GUAPORÉ;POUSO;AGRÍCOLA;LEVE;0
82475;PRYRO;***;***;***;***;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;REGULAR;BAHIA - JORGE AMADO;VIRACOPOS;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
82474;PTTMD;***;AVIÃO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2010;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82473;PRMYC;***;AVIÃO;AIRBUS INDUSTRIE;A319-112;A319;JATO;BIMOTOR;75500;75500;154;2008;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SÍLVIO NAME JÚNIOR;POUSO;REGULAR;NENHUM;0
82472;PTXPL;***;AVIÃO;AIRBUS S.A.S.;A321-211;A321;***;***;89000;89000;NULL;2015;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;EDUARDO GOMES;POUSO;REGULAR;***;0
82471;PRYSF;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;***;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;TANCREDO NEVES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82470;PTREM;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-721D;P32R;PISTÃO;MONOMOTOR;1633;1633;6;1980;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;GAÚCHA DO NORTE;BOTELHO;POUSO;TÁXI AÉREO;LEVE;0
82468;PRGZW;***;AVIÃO;BOEING COMPANY;737-86N;B738;;BIMOTOR;79015;79015;0;2006;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
82467;PRVBW;***;AVIÃO;BOEING COMPANY;737-7BX;B737;JATO;BIMOTOR;70080;70080;154;2001;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SENADOR NILO COELHO;DECOLAGEM;REGULAR;NENHUM;0
82466;PRZHQ;***;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;2015;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;ASAS DE BALSA NOVA;ASAS DE BALSA NOVA;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
82465;PSGPF;***;AVIÃO;BOEING COMPANY;737-8 MAX;Boeig;;BIMOTOR;82190;82190;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82464;PRGTE;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;ZUMBI DOS PALMARES;POUSO;REGULAR;NENHUM;0
82463;PRAXL;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;ORLANDO BEZERRA DE MENEZES;VIRACOPOS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82462;PRAUF;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;0;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;LEITE LOPES;CRUZEIRO;REGULAR;NENHUM;0
82461;PRAOY;***;AVIÃO;AIRBUS S.A.S.;A350-941;A359;JATO;BIMOTOR;275000;275000;0;2017;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;REGULAR;NENHUM;0
82460;PPNET;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1980;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ANÁPOLIS;ANÁPOLIS;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
82459;PRXBB;***;AVIÃO;AIRBUS S.A.S.;A320-273N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;MARECHAL RONDON;POUSO;REGULAR;NENHUM;0
82458;PTGGU;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1974;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;USINA PORTO RICO;USINA PORTO RICO;MANOBRA;AGRÍCOLA;DESTRUÍDA;1
82457;PSGSB;***;AVIÃO;HAWKER BEECHCRAFT;C90GTI;***;***;SEM TRAÇÃO;4581;4581;0;0;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;GUARARAPES - GILBERTO FREYRE;PRESIDENTE CASTRO PINTO;SUBIDA;PRIVADA;LEVE;0
82456;PPWIN;***;AVIÃO;LEARJET;60;LJ60;JATO;BIMOTOR;10660;10660;10;1999;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;GUARARAPES - GILBERTO FREYRE;CONGONHAS;CRUZEIRO;TÁXI AÉREO;NENHUM;0
82455;PTUVA;***;AVIÃO;EMBRAER;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2008;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;SÃO BORJA;SÃO BORJA;ESTACIONAMENTO;AGRÍCOLA;NENHUM;0
82454;PRPIL;***;AVIÃO;PILATUS;PC-12/47E;PC12;TURBOÉLICE;MONOMOTOR;4740;4740;10;2017;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;GOVERNADOR ANDRÉ FRANCO MONTORO;CONGONHAS;POUSO;TÁXI AÉREO;NENHUM;0
82453;PRMIM;***;AVIÃO;HAWKER BEECHCRAFT;G36;BE36;PISTÃO;MONOMOTOR;1656;1656;6;2011;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;Aeroporto Regional do Vale do Aço;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;APROXIMAÇÃO FINAL;PRIVADA;LEVE;0
82452;PRBEE;***;AVIÃO;CESSNA AIRCRAFT;560 ULTRA;C560;JATO;BIMOTOR;7394;7394;10;1996;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;MARECHAL RONDON;SOROCABA;APROXIMAÇÃO FINAL;TÁXI AÉREO;LEVE;0
82451;PRMYK;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;REGULAR;BRIGADEIRO LYSIAS RODRIGUES;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;LEVE;0
82450;PTUYM;***;AVIÃO;EMBRAER;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2010;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
82449;PSGPB;***;AVIÃO;BOEING;737-8 MAX;B38M;;***;82190;82190;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
82448;PRMYR;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;PROFESSOR ERIBERTO MANOEL REINO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
82447;PRXMZ;***;AVIÃO;BOEING;B737;***;***;SEM TRAÇÃO;82190;82190;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;MINISTRO VICTOR KONDER;POUSO;REGULAR;NENHUM;0
82446;PRGXM;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
82445;PRGUZ;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;MINISTRO VICTOR KONDER;DECOLAGEM;REGULAR;NENHUM;0
82444;PRVBG;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;197;2008;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
82443;PRYSO;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;***;***;77000;77000;NULL;2023;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;SANTOS DUMONT;POUSO;REGULAR;NENHUM;0
82442;PTXPH;***;AVIÃO;AIRBUS INDUSTRIE;A321-111;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;PINTO MARTINS;INDETERMINADA;REGULAR;NENHUM;0
82441;PRMYP;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82440;PRGUA;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;MINISTRO VICTOR KONDER;POUSO;REGULAR;NENHUM;0
82439;PRXBN;***;AVIÃO;AIRBUS S.A.S.;A320-271N;***;JATO;SEM TRAÇÃO;79000;79000;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;SANTOS DUMONT;DECOLAGEM;REGULAR;NENHUM;0
82438;PTTML;***;AVIÃO;AIRBUS INDUSTRIE;A319-132;***;JATO;BIMOTOR;70000;70000;153;0;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;CONGONHAS;INDETERMINADA;REGULAR;LEVE;0
82437;PRMBV;***;AVIÃO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2008;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;SANTOS DUMONT;INDETERMINADA;REGULAR;NENHUM;0
82435;PRMHA;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2006;BRASIL;BRASIL;AVIÃO;REGULAR;CAMPO GRANDE;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
