codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
82221;PRYRD;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;TRIMOTOR;79000;79000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
82220;PRYRU;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;79000;79000;NULL;2018;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82219;PRYJA;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;***;JATO;BIMOTOR;89000;89000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;VIRACOPOS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82218;PRYJA;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;***;JATO;BIMOTOR;89000;89000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;MAESTRO WILSON FONSECA;VAL DE CANS / JÚLIO CEZAR RIBEIRO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82217;PSAEF;***;AVIÃO;YABORA INDUSTRIA AERONAUTICA S.A;ERJ 190-400;E295;JATO;BIMOTOR;61500;61500;NULL;2020;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82215;PRYRY;***;AVIÃO;AIRBUS S.A.S.;A320-251N;***;JATO;BIMOTOR;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JOÃO BATISTA FIGUEIREDO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82214;PRAXN;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;REGULAR;NENHUM;0
82212;PRTYN;***;AVIÃO;AIRBUS S.A.S.;A320-214;A320;JATO;BIMOTOR;78000;78000;0;2015;BRASIL;BRASIL;AVIÃO;REGULAR;REGIONAL DA ZONA DA MATA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82211;PTKKF;***;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1974;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SÃO FÉLIX DO XINGU;PISTA ALDEIA KENJDÃ;POUSO;TÁXI AÉREO;LEVE;0
82210;PSMLZ;***;AVIÃO;DIAMOND AIRCRAFT;DA 62;***;PISTÃO;SEM TRAÇÃO;2300;2300;0;0;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;SEBASTIÃO GOMES DE SOUZA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;APROXIMAÇÃO FINAL;NÃO REGULAR;NENHUM;0
82209;PRMHP;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2007;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
82208;PRAYK;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;REGULAR;EURICO DE AGUIAR SALLES;SANTOS DUMONT;POUSO;REGULAR;NENHUM;0
82207;PRGGR;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2009;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82206;PRAQK;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;PROFESSOR ERIBERTO MANOEL REINO;POUSO;REGULAR;NENHUM;0
82205;PRYRI;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;ALBERTO ALCOLUMBRE;POUSO;REGULAR;NENHUM;0
82204;PRMYL;***;AVIÃO;AIRBUS INDUSTRIE;A319-112;A319;JATO;BIMOTOR;75500;75500;154;2011;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;SANTOS DUMONT;DECOLAGEM;REGULAR;LEVE;0
82203;PRGUE;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;SANTOS DUMONT;POUSO;REGULAR;NENHUM;0
82202;PRYRA;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;2016;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL CUNHA MACHADO;SENADOR PETRÔNIO PORTELLA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82201;PRXBB;***;AVIÃO;AIRBUS S.A.S.;A320-273N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;BRIGADEIRO LYSIAS RODRIGUES;POUSO;REGULAR;NENHUM;0
82200;PRGXT;***;AVIÃO;BOEING;737-8EH;***;JATO;BIMOTOR;0;0;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
82199;PRAXE;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;EDUARDO GOMES;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;ESTACIONAMENTO;REGULAR;NENHUM;0
82198;PTOII;***;AVIÃO;BEECH AIRCRAFT;A36;BE36;PISTÃO;MONOMOTOR;1633;1633;6;1990;BRASIL;BRASIL;AVIÃO;PARTICULAR;IBITINGA;LEITE LOPES;DECOLAGEM;INSTRUÇÃO;NENHUM;0
82196;PRAQO;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT76;TURBOÉLICE;BIMOTOR;23000;23000;75;0;BRASIL;BRASIL;AVIÃO;REGULAR;LAURO CARNEIRO DE LOYOLA;VIRACOPOS;POUSO;REGULAR;NENHUM;0
82195;PRSDV;***;AVIÃO;BOEING COMPANY;737-4Q8;B734;JATO;BIMOTOR;68038;68038;NULL;NULL;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;GUARARAPES - GILBERTO FREYRE;POUSO;NÃO REGULAR;NENHUM;0
82193;PRTYU;***;AVIÃO;AIRBUS S.A.S.;A320-214;A320;***;SEM TRAÇÃO;78000;78000;0;2015;BRASIL;BRASIL;AVIÃO;REGULAR;MINISTRO VICTOR KONDER;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82192;PSAEM;***;AVIÃO;EMBRAER;ERJ 190-400;***;JATO;BIMOTOR;61500;61500;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;SANTA MARIA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82191;PRMYA;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2008;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;POUSO;REGULAR;NENHUM;0
82190;PRGEI;***;AVIÃO;BOEING COMPANY;737-76N;B737;JATO;BIMOTOR;65997;65997;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;LAURO KURTZ;POUSO;REGULAR;NENHUM;0
82189;PRYYK;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;MAESTRO WILSON FONSECA;DECOLAGEM;REGULAR;NENHUM;0
82188;PRXML;***;AVIÃO;BOEING;737-8 MAX;B38M;;BIMOTOR;82190;82190;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;PRESIDENTE CASTRO PINTO;POUSO;REGULAR;NENHUM;0
82185;PRMYK;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;MINISTRO VICTOR KONDER;DECOLAGEM;REGULAR;NENHUM;0
82184;PRMHP;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2007;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;CONGONHAS;POUSO;REGULAR;***;0
82183;PRXBL;***;AVIÃO;AIRBUS;A320-271N;***;***;SEM TRAÇÃO;73500;73500;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;CONGONHAS;POUSO;REGULAR;NENHUM;0
82182;PRYJF;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;***;JATO;BIMOTOR;77000;77000;NULL;2021;BRASIL;BRASIL;AVIÃO;REGULAR;ALBERTO ALCOLUMBRE;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;NENHUM;0
82181;PRYRT;***;AVIÃO;AIRBUS;A320-251N;A20N;***;***;0;0;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE CASTRO PINTO;TANCREDO NEVES;CRUZEIRO;REGULAR;NENHUM;0
82180;PRAXH;***;AVIÃO;EMBRAER;ERJ 190-200 LR;***;JATO;BIMOTOR;50790;50790;0;2012;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;MARECHAL RONDON;DECOLAGEM;REGULAR;NENHUM;0
82179;PRAYI;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;MARECHAL RONDON;DECOLAGEM;REGULAR;NENHUM;0
82178;PRYSH;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;VIRACOPOS;POUSO;REGULAR;NENHUM;0
82177;FGZNR;***;AVIÃO;BOEING;B777-300;***;***;SEM TRAÇÃO;247200;247200;0;0;FRANÇA;FRANÇA;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;CHARLES DE GAULLE;DECOLAGEM;REGULAR;NENHUM;0
82176;PRYYB;***;***;AIRBUS;A320-251N;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;REGULAR;VIRACOPOS;MARECHAL RONDON;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82175;PRAKI;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT76;***;SEM TRAÇÃO;23000;23000;0;2016;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;AFONSO PENA;DECOLAGEM;REGULAR;NENHUM;0
82174;PSAED;***;AVIÃO;YABORA INDUSTRIA AERONAUTICA S.A;ERJ 190-400;E295;JATO;BIMOTOR;61500;61500;0;2020;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;CAMPO GRANDE;POUSO;REGULAR;NENHUM;0
82173;PSAEP;***;AVIÃO;EMBRAER;ERJ 190-400;E179;JATO;BIMOTOR;61200;61200;0;2023;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;CAMPO GRANDE;DECOLAGEM;REGULAR;NENHUM;0
82172;PRMHA;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2006;BRASIL;BRASIL;AVIÃO;REGULAR;CAMPO GRANDE;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82171;PRGIH;***;AVIÃO;BOEING COMPANY;737-76N;B737;JATO;BIMOTOR;70080;70080;153;2004;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;CONGONHAS;CRUZEIRO;REGULAR;***;0
82170;PRYSC;***;AVIÃO;AIRBUS S.A.S.;A320-251N;***;JATO;TRIMOTOR;0;0;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
